Lens ID,Title,Date Published,Publication Year,Publication Type,Source Title,ISSNs,Publisher,Source Country,Author/s,Abstract,Volume,Issue Number,Start Page,End Page,Fields of Study,Keywords,MeSH Terms,Chemicals,Funding,Source URLs,External URL,PMID,DOI,Microsoft Academic ID,PMCID,Citing Patents Count,References,Citing Works Count,Is Open Access,Open Access License,Open Access Colour
001-575-869-169-851,Simulation of Timed Abstract State Machines with Predicate Logic Model-Checking,2008-06-28,2008,journal article,Zenodo (CERN European Organization for Nuclear Research),,,,null null; null null,,,,,,Computer science; Model checking; Abstract state machines; Predicate logic; Predicate (mathematical logic); Programming language; State (computer science); Finite-state machine; Theoretical computer science; Description logic,,,,,https://lib.jucs.org/article/29112/,http://dx.doi.org/10.3217/jucs-014-12-1984,,10.3217/jucs-014-12-1984,,,0,,0,true,cc-by,green
001-651-674-960-40X,Fields of Logic and Computation - Ibn Sīnā on analysis: 1. proof search. or: abstract state machines as a tool for history of logic,,2010,book,Lecture Notes in Computer Science,03029743; 16113349,Springer Berlin Heidelberg,Germany,Wilfrid Hodges,"The 11th century Arabic-Persian logician Ibn Sīnā (Avicenna) in Sect. 9.6 of his book Qiyās gives what appears to be a proof search algorithm for syllogisms. We confirm that it is indeed a proof search algorithm, by extracting all the essential ingredients of an Abstract State Machine from Ibn Sīnā's text. The paper also contains a translation of the passage from Ibn Sīnā's Arabic, and some notes on the text and translation.",,,354,404,Engineering; Syllogism; Abstract state machines; Artificial intelligence; Natural language processing; History of logic; Proof search; Arabic,,,,,http://core.ac.uk/display/21742970 http://wilfridhodges.co.uk/arabic05.pdf https://rd.springer.com/chapter/10.1007/978-3-642-15025-8_18 https://link.springer.com/chapter/10.1007%2F978-3-642-15025-8_18 https://link.springer.com/10.1007/978-3-642-15025-8_18 https://dblp.uni-trier.de/db/conf/birthday/gurevich2010.html#Hodges10,http://dx.doi.org/10.1007/978-3-642-15025-8_18,,10.1007/978-3-642-15025-8_18,1483950873,,0,007-641-898-286-732; 007-650-130-333-532; 011-163-750-826-65X; 015-028-956-721-312; 018-408-105-437-771; 022-964-580-286-089; 023-240-302-656-222; 025-632-309-734-671; 028-617-342-951-727; 038-121-026-337-550; 050-309-871-652-59X; 052-878-134-814-109; 060-639-018-782-009; 061-894-295-420-641; 063-045-506-577-996; 063-840-500-386-462; 094-051-149-049-743; 094-512-586-911-230; 109-216-007-653-692; 110-545-864-390-340; 121-941-587-494-97X; 131-058-822-517-060; 139-330-264-873-706; 142-642-180-295-022; 148-778-431-315-093; 165-565-201-123-501; 182-769-813-491-47X; 183-394-089-255-799; 187-626-845-771-875,5,true,,green
001-847-819-307-482,Abstract State Machines - ASM Semantics for C++ 2.0.,,2005,book,,,,,Horatiu Jula,,,,263,274,Artificial intelligence; Semantics (computer science); Programming language; Natural language processing; Computer science,,,,,https://dblp.uni-trier.de/db/conf/asm/asm2005.html#Jula05 http://dblp.uni-trier.de/db/conf/asm/asm2005.html#Jula05,https://dblp.uni-trier.de/db/conf/asm/asm2005.html#Jula05,,,1807440831,,0,,0,false,,
002-071-860-686-075,"Abstract state machines, B and Z : first international conference, ABZ 2008, London, UK, September 16-18, 2008 : proceedings",,2008,,,,,,null Abz; E Börger,,,,,,Abstract state machines; Library science; Computer science; Operations research,,,,,http://link.springer.com/openurl?genre=book&isbn=978-3-540-87602-1,http://link.springer.com/openurl?genre=book&isbn=978-3-540-87602-1,,,307877672,,0,,1,false,,
002-793-522-908-637,Abstract State Machines - Intra-Step Interaction ?,,2004,journal article,Lecture Notes in Computer Science,03029743; 16113349,Springer Berlin Heidelberg,Germany,Yuri Gurevich,"For a while it seemed possible to pretend that all interaction between an algorithm and its environment occurs inter-step, but not anymore. Andreas Blass, Benjamin Rossman and the speaker are extending the Small-Step Characterization Theorem (that asserts the validity of the sequential version of the ASM thesis) and the Wide-Step Characterization Theorem (that asserts the validity of the parallel version of the ASM thesis) to intra-step interacting algorithms.",,,1,5,Artificial intelligence; Characterization (mathematics); Computer science,,,,,https://link.springer.com/content/pdf/10.1007%2F978-3-540-24773-9_1.pdf https://research.microsoft.com/en-us/um/people/gurevich/Opera/167.pdf https://dblp.uni-trier.de/db/conf/asm/asm2004.html#Gurevich04 https://rd.springer.com/chapter/10.1007/978-3-540-24773-9_1 https://www.microsoft.com/en-us/research/wp-content/uploads/2017/01/167.pdf https://www.microsoft.com/en-us/research/publication/167-intra-step-interaction/ https://link.springer.com/chapter/10.1007/978-3-540-24773-9_1,http://dx.doi.org/10.1007/978-3-540-24773-9_1,,10.1007/978-3-540-24773-9_1,2133847459,,0,034-400-132-510-675; 063-737-289-030-595; 066-030-153-440-683; 092-195-924-604-606; 127-265-490-736-503; 133-375-412-244-057; 150-742-788-253-697; 157-311-554-599-521; 176-077-001-502-714,2,false,,
003-152-048-672-212,Fields of Logic and Computation - Normalization of some extended abstract state machines,,2010,book,Lecture Notes in Computer Science,03029743; 16113349,Springer Berlin Heidelberg,Germany,Patrick Cegielski; Irène Guessarian,"We compare the control structures of Abstract State Machines (in short ASM) defined by Yuri Gurevich and AsmL, a language implementing it. AsmL is not an algorithmically complete language, as opposed to ASM, but it is closer to usual programming languages allowing until and while iterations and sequential composition. We here give a formal definition of AsmL, its semantics, and we construct, for each AsmL program Π, a normal form (which is an ASM program) Πn computing the same function as Π. The number of comparisons and updates during the execution of the normal form is at most three times the number of comparisons and updates in the original program.",,,165,180,Normalization (statistics); Abstract state machines; Programming language; Formal description; A-normal form; Computer science; Theoretical computer science,,,,,https://dblp.uni-trier.de/db/conf/birthday/gurevich2010.html#CegielskiG10 https://link.springer.com/10.1007/978-3-642-15025-8_9 https://rd.springer.com/chapter/10.1007/978-3-642-15025-8_9 https://link.springer.com/chapter/10.1007/978-3-642-15025-8_9,http://dx.doi.org/10.1007/978-3-642-15025-8_9,,10.1007/978-3-642-15025-8_9,1547951769,,0,119-880-607-450-862,3,false,,
003-222-418-546-848,Abstract State Machines - Theory and Applications - Abstract State Machines - Theory and Applications,,2000,book,Lecture Notes in Computer Science,03029743; 16113349,Springer Berlin Heidelberg,Germany,Yuri Gurevich; Philipp W. Kutter; Martin Odersky; Lothar Thiele,"State Machines Theory and Applications International Workshop, ASM 2000 Monte Verita, Switzerland, March 19-24, 2000 Proceedings Bearbeitet von Yuri Gurevich, Philipp W Kutter, Martin Odersky, Lothar Thiele 1. Auflage 2000. Taschenbuch. x, 386 S. Paperback ISBN 978 3 540 67959 2 Format (B x L): 15,5 x 23,5 cm Gewicht: 605 g Weitere Fachgebiete > EDV, Informatik > Datenbanken, Informationssicherheit, Geschaftssoftware > Zeichenund Zahlendarstellungen Zu Leseprobe schnell und portofrei erhaltlich bei Die Online-Fachbuchhandlung beck-shop.de ist spezialisiert auf Fachbucher, insbesondere Recht, Steuern und Wirtschaft. Im Sortiment finden Sie alle Medien (Bucher, Zeitschriften, CDs, eBooks, etc.) aller Verlage. Erganzt wird das Programm durch Services wie Neuerscheinungsdienst oder Zusammenstellungen von Buchern zu Sonderpreisen. Der Shop fuhrt mehr als 8 Millionen Produkte.",,,,,Philosophy; Abstract state machines; Humanities,,,,,https://link.springer.com/10.1007/3-540-44518-8,http://dx.doi.org/10.1007/3-540-44518-8,,10.1007/3-540-44518-8,2488946417,,0,052-600-461-016-757; 135-825-815-246-020,74,false,,
003-336-929-152-598,APWeb Workshops - Using abstract state machine in architecture design of distributed software component repository,,2006,book chapter,Lecture Notes in Computer Science,03029743; 16113349,Springer Berlin Heidelberg,Germany,Yunjiao Xue; Leqiu Qian; Xin Peng; Yijian Wu; Ruzhi Xu,"Recently many enterprises have established their own software component repositories. Because of the physical isolation to each other and independent decision on the classifying and specification mechanisms, the repositories form a distributed and heterogeneous system, hindering the reusability of component resource. Due to the infeasibility of integrating all the repositories physically, it is necessary to use a collaborative way to integrate such repositories and form a logically uniform architecture with consistent user interface and retrieval mechanism, to improve the reuse of software components. In this paper we propose an architecture of integrated system based on intelligent agent, and make use of ASM in its architecture design, which can be validated formally. This architecture implements the required fundamental functionality.",,,861,868,Distributed computing; Reusability; Database-centric architecture; Component-based software engineering; Reuse; Solution architecture; Enterprise architecture framework; Software architecture; Common Component Architecture; Computer science; Applications architecture; Software development; Reference architecture; Space-based architecture; Software architecture description; Intelligent agent; Multilayered architecture; Metamodeling; User interface; Data architecture; Resource-oriented architecture; Systems architecture,,,,,https://link.springer.com/chapter/10.1007%2F11610496_119 https://rd.springer.com/chapter/10.1007/11610496_119 https://link.springer.com/content/pdf/10.1007%2F11610496_119.pdf https://dblp.uni-trier.de/db/conf/apweb/apweb2006w.html#XueQPWX06,http://dx.doi.org/10.1007/11610496_119,,10.1007/11610496_119,1592975611,,0,004-812-919-230-020; 006-680-861-614-590; 018-408-105-437-771; 023-334-150-640-009; 025-531-360-673-699; 032-585-016-375-518; 036-336-448-752-178; 036-737-825-002-231; 047-572-650-527-445; 050-309-871-652-59X; 077-951-050-880-059; 078-803-419-337-18X; 098-733-565-169-094; 099-198-643-666-497; 100-638-520-723-965; 107-077-171-963-473; 108-283-824-356-958; 110-925-479-625-080; 159-887-019-171-958,2,false,,
003-427-336-768-534,The Timed Abstract State Machine Language: Abstract State Machines for Real-Time System Engineering.,,2007,,,,,,Martin Ouimet; Kristina Lundqvist,The Timed Abstract State Machine Language: Abstract State Machines for Real-Time System Engineering.,,,,,Abstract state machines; Programming language; Specification language; Real-time operating system; Computer science,,,,,http://www.diva-portal.org/smash/record.jsf?pid=diva2:237147,http://www.diva-portal.org/smash/record.jsf?pid=diva2:237147,,,2338348287,,0,,5,false,,
003-475-494-509-905,STAF Doctoral Symposium - Reasoning about Properties with Abstract State Machines,,2015,book,,,,,Gennaro Vessio,"Along the years, Abstract State Machines (ASMs) have been successfully applied for modeling critical and complex systems in a wide range of domains, and for analyzing their computationally interesting properties. However, unlike other well-known and established formalisms, such as Petri nets, they lack of a framework aimed at better supporting their applicability to the formal verification of systems. The goal of my PhD research is to reinforce the ASM formalism as a conceptual tool that developers can find useful and practical in order to analyze properties. 1 Research Objectives Several formalisms have been successfully applied to the development of critical and complex systems in a wide range of application domains, and to their ex-ante and ex-post analysis aimed at verifying and validating functionality and quality issues. Representing the system-under-study at a high level of abstraction allows developers to focus on algorithmic aspects, rather than on specific realizations of solutions at lower levels. Moreover, the mathematical foundation of formal methods provides complete and unambiguous investigations about the behavior and the properties the system-under-study is required to exhibit. In this context, researchers usually distinguish two orthogonal classifications of computationally interesting properties. On one hand, they distinguish between safety properties, which stipulate that “something bad” must never happen, and liveness properties, which state that “something good” must eventually happen, during computation [23]. On the other hand, they distinguish between domainindependent properties, which are interesting for broad classes of systems, and domain-specific, which strictly depends on the specific domain [12]. My PhD research is aimed at moving a first step towards the construction of a framework capable to capture computationally interesting properties within the Abstract State Machine (ASM) formalism [13].",,,1,10,Formal verification; Abstract state machines; Liveness; Rotation formalisms in three dimensions; Petri net; Computer science; Computation; Complex system; Formal methods; Theoretical computer science,,,,,http://ceur-ws.org/Vol-1499/paper1.pdf https://ricerca.uniba.it/handle/11586/143505?mode=full.22,https://ricerca.uniba.it/handle/11586/143505?mode=full.22,,,2396288153,,0,006-558-580-892-106; 022-763-383-134-552; 022-969-892-721-038; 024-439-760-568-187; 024-750-012-894-552; 024-931-694-683-383; 033-203-060-633-211; 034-400-132-510-675; 038-530-929-944-578; 039-095-923-607-223; 041-257-163-032-383; 066-479-700-824-652; 075-511-016-975-837; 085-854-443-964-320; 087-897-547-671-699; 089-375-634-720-529; 092-195-924-604-606; 094-734-717-644-755; 099-345-665-612-630; 105-923-138-582-449; 107-820-588-500-413; 110-568-113-192-118; 113-595-336-847-284; 155-032-984-383-726; 189-521-689-083-502; 193-779-564-524-928,1,false,,
003-524-709-327-42X,"Abstract State Machines, Alloy, B and Z: Preface",2010-04-19,2010,conference proceedings,,,,,Marc Frappier; Uwe Glässer; Sarfraz Khurshid; Régine Laleau; Steve Reeves,,,,,,Abstract state machines; Materials science; Condensed matter physics; Alloy,,,,,,,,,3021230395,,0,,0,false,,
003-702-584-610-342,Model Checking Abstract State Machines,2008-05-15,2008,book,,,,,Kirsten Winter,,,,,,Model checking; Abstract state machines; Programming language; Computer science; Theoretical computer science,,,,,http://ci.nii.ac.jp/ncid/BB19447632 https://staff.itee.uq.edu.au/kirsten//publications/Winter_Kirsten.pdf https://depositonce.tu-berlin.de/handle/11303/720 https://depositonce.tu-berlin.de/bitstream/11303/720/2/winter_kirste_orig.pdf http://webdoc.sub.gwdg.de/ebook/ah/2003/tu-berlin/winter_kirsten.pdf,http://ci.nii.ac.jp/ncid/BB19447632,,,2145749617,,0,003-222-418-546-848; 004-398-932-491-048; 006-558-580-892-106; 007-561-479-781-034; 007-826-055-665-591; 007-910-522-848-226; 008-168-001-665-128; 008-258-831-079-733; 012-231-286-191-678; 012-623-064-145-089; 013-326-956-630-253; 014-751-329-113-939; 020-579-587-866-103; 025-241-063-530-442; 028-708-684-682-276; 028-724-608-635-005; 029-618-625-858-419; 030-266-627-017-428; 032-703-995-573-28X; 034-400-634-494-88X; 038-746-003-197-305; 039-806-530-018-653; 039-980-452-061-771; 044-748-027-808-63X; 045-534-655-339-005; 050-468-192-551-533; 057-502-436-657-221; 057-893-662-235-001; 058-425-156-941-228; 060-046-569-964-120; 063-894-547-984-041; 065-678-903-209-276; 072-427-841-260-750; 077-082-840-416-099; 077-776-793-968-750; 079-811-106-033-210; 079-927-138-588-127; 083-972-922-498-894; 084-169-100-602-393; 085-647-232-787-131; 089-230-761-458-263; 092-023-253-808-286; 096-442-408-868-841; 096-863-317-439-115; 103-154-094-354-076; 104-221-827-067-386; 105-374-125-615-695; 105-400-100-990-778; 105-620-622-527-144; 105-923-138-582-449; 113-674-780-983-413; 114-315-821-998-18X; 121-042-835-953-620; 124-897-265-997-930; 124-931-041-659-795; 126-105-228-078-403; 127-262-921-163-986; 131-426-484-629-938; 131-611-773-425-813; 136-730-456-467-685; 144-840-636-185-914; 146-579-344-003-185; 148-002-145-228-257; 154-275-928-338-453; 154-538-656-926-041; 155-426-160-695-761; 162-221-190-103-071; 171-904-473-379-026; 176-580-702-355-137; 194-750-870-067-582; 199-154-423-065-949,20,false,,
004-051-350-634-325,"Proceedings of the 1st international conference on Abstract State Machines, B and Z",2008-09-16,2008,,,,,,Egon Börger; Michael Butler; Jonathan Bowen; Paul Boca,,,,,,Engineering; Abstract state machines; Programming language,,,,,http://dl.acm.org/citation.cfm?id=1433121&picked=prox,http://dl.acm.org/citation.cfm?id=1433121&picked=prox,,,2912651059,,0,,0,false,,
004-205-722-623-942,"Logic, Abstract State Machines and Databases.",,2009,journal article,Journal of Universal Computer Science,09486968; 0948695x,Technische Universitat Graz from Austria,Austria,Klaus-Dieter Schewe,,15,,1,2,Abstract state machines; Finite-state machine; Programming language; Computer science; Pointer machine,,,,,https://dblp.uni-trier.de/db/journals/jucs/jucs15.html#Schewe09 http://www.jucs.org/jucs_15_1/logic_abstract_state_machines http://dblp.uni-trier.de/db/journals/jucs/jucs15.html#Schewe09,https://dblp.uni-trier.de/db/journals/jucs/jucs15.html#Schewe09,,,172204514,,0,,1,true,cc-by-nd,gold
